PC1,PC2,PC3,RecordID
-3.4172511763191484,-1.2743473456794785,-6.149079462938379,2
-2.643694017015051,-1.687634018759854,-4.533266480903539,2
-2.981819572304155,-1.5574270162649722,-4.896808379896157,2
-3.0071446288143178,-2.1907869387997114,-4.078666411892652,2
-2.723773884827499,-1.8810297667329798,-4.4717059581913965,2
-3.0877591289586706,-2.5952073082640483,-3.9036895461750496,2
-2.870078237174225,-1.7462003314059924,-5.226957487673194,2
-2.720849537188602,-1.4363048363188302,-3.834139884207597,2
-3.4020217593543007,-1.7943337917809166,-3.816319033416548,2
-2.833188345633201,-2.27515308482879,-3.9629450738971936,2
-3.1512024793824414,-2.2562925160163214,-4.328818978713816,2
-3.2304954034583635,-2.3772352061592494,-4.447348306606837,2
-2.938567494686349,-1.9745875610321197,-4.1090799805405505,2
-2.9155361962826847,-1.6991671971851157,-3.7055372678827725,2
-3.2685761733945387,-1.4487047374169604,-5.085184744698734,2
-2.71473588185555,-2.07878421423485,-4.443233211656395,2
-3.0593707745807457,-1.2902333196759346,-4.921289297255745,2
-3.265755914130135,-1.9553143846754013,-4.428719531085323,2
-5.278540021768127,-0.15184260678677233,-4.287029505716603,2
-3.8115519689637143,0.2833478633940632,-1.0632745450833567,2
-3.4309413661286428,3.249712932637935,-5.658899389743203,2
-3.2325812993909704,-1.5190660689984452,-4.374841259315267,2
-3.4647231835466368,-0.9346968247494958,-5.121755054165122,2
-3.4182037187701506,-1.5814137690589618,-4.422594825027134,2
-2.977606025400013,3.2395280390935737,-1.2359363803744954,2
-2.563452897129936,-0.620723600665761,-4.55841470398547,2
-3.049864968668816,-2.2975441912816494,-4.655794984879818,2
-3.6227390984517656,-1.1480380119024822,-4.511996695999468,2
-2.8138119919058635,-2.2523920417023118,-4.815723768153553,2
-3.2428407513137065,-1.9046871701579116,-3.7862010865483993,2
-3.0874972736957838,-2.412814743084194,-4.500254043021176,2
-3.476220208773629,-2.278407039324115,-5.18607158143292,2
-3.1079903402420648,-1.9548810189847678,-4.436428214492524,2
-2.9884104395915236,-1.8150650981817218,-4.631155656056552,2
-2.9910630843431627,-1.88626896276724,-4.507607107202858,2
-2.8547926812807085,-1.7773472612343084,-5.175587959313078,2
-2.7178527194966526,-2.4565915858094227,-4.594368602191224,2
-3.7554145509393737,-1.4165885016243607,-4.9052281361153085,2
-2.298523575713742,-1.851025401526192,-4.278164508846104,2
-2.766641952867923,-1.4823201441209402,-3.2085817379139545,2
-3.322646169934684,-1.632541108096055,-4.539774284415043,2
-2.6958574845433443,-2.3874036717904543,-4.1510450508940036,2
-3.708424434883302,-1.7377488032513302,-5.150976234622472,2
-2.9151770483160733,-1.7966961838758295,-4.015080319128035,2
-3.117689218669111,-2.1370854993780286,-3.735694469541979,2
-4.303784593945414,-1.0803054509086472,-5.851366772537041,2
-2.9159109497569453,-1.75975774098957,-4.111318111942411,2
-3.3172872298184637,-2.070972443749387,-4.202221127365513,2
-3.8917012475204915,-1.7424097028007945,-4.648255158234022,2
-3.155139656258445,-2.1123168458199455,-3.710894530577957,2
-3.317830672290462,-1.8255919586077893,-4.81948768123734,2
-3.752153218233323,-1.6901070580182962,-4.284020972224603,2
-2.9105028660482963,-2.3563640842986877,-3.9972905638785576,2
-4.01134756250458,-2.4046095052345295,-5.104052287774996,3
-3.8344006637378305,-2.5104946847764245,-4.731656770454894,3
-3.9166093444768135,-2.4481448464901407,-4.686754515116421,3
-4.085072575504997,-2.351837364575156,-5.202507275246476,3
-3.681127430996955,-2.775339742374286,-5.364395120482817,3
-3.4925403267132675,-2.496587978486016,-4.35270065546482,3
-4.041712509131089,-2.3769574130213393,-4.230248800220749,3
-3.688506564572225,-2.4529342546793993,-4.614005012842347,3
-3.6309581664098367,-2.536957226465227,-4.43660525973229,3
-3.725901426492418,-2.2232159772503355,-4.617673091592507,3
-3.431926100987917,-2.5369338919093956,-4.607969872821975,3
-3.9803302443059723,-2.4208478198755583,-4.8715053332325375,3
-3.5679864554049026,-2.543291804752547,-4.639149563700451,3
-3.8398121280316353,-2.321628532019612,-5.104625100132286,3
-3.5072479058214303,-2.591235777912879,-4.088714644904265,3
-3.5668711088366822,-2.2619435308178173,-4.452417670449306,3
-3.563397005998127,-2.500792018077727,-4.299717351037873,3
-4.097435163251045,-2.7082915760695196,-5.218359879172675,3
-3.785125713658087,-2.993220454647232,-5.178583129898634,3
-3.5447945601918276,-2.197660194507487,-5.315989445482592,3
-3.860967328318641,-1.957341930125997,-5.724606762055652,3
-3.643151909099478,-2.291383040203416,-5.6448116029303925,3
-4.988083856448332,-2.9637426122930517,-5.135136480602636,4
-4.258707998556457,-2.771315838544547,-3.8576438010028076,4
-2.5117450973755333,-0.16598496686899677,-3.737958305380286,4
-3.113820690286525,-1.7984636081795686,-2.581229879968663,4
-3.1610147599974265,-2.674536153096098,-4.281544761017724,4
-4.256404235045688,-2.699978653746845,-3.978450231430812,4
-3.642140331241041,-2.0580540443534256,-2.802601264176167,4
-3.0971607613004135,-1.3184053370334183,-3.5639369822997513,4
-3.6104755914522286,-2.5902553718611534,-3.7959490470269355,4
-2.949085914273546,-0.009262023738316598,-8.856783638754056,4
-3.1554822104202698,-1.9406956518915857,-3.4377919598620013,4
-3.107114325686181,-1.5008691672697636,-3.4321129474113476,4
-3.5967479038468153,-1.9534233219151367,-3.4425149926962084,4
-4.458330487147587,-2.2536835447864574,-4.732319896897991,4
-3.9526012919628686,-2.600701091467168,-5.05824577803026,4
-3.552021018661995,-1.7230571742568592,-3.680999243802687,4
-4.266860185674197,-1.7144427705544716,-4.5410018008062965,4
-2.952247058553937,-1.711546267243975,-3.4372701334265283,4
-3.5204729133530113,-2.688830728307756,-3.7832185977891757,4
-3.7497774157432153,-2.7776073658676985,-4.571515148582145,4
-1.0977080245034687,-0.13334457030231406,-5.0013876462221,4
-2.7606343490743455,-1.0341341922186063,-3.050314852560236,4
-2.878157780194685,-1.8586766365911958,-3.5454900097048414,4
-4.047105850690846,-2.382286054551583,-4.4257744752787715,4
-2.0874199886111438,-0.29445244555233413,-2.2235329749753627,4
-3.301956875825147,-1.8399244171060662,-3.7424783374560966,4
-1.8839946173949529,-0.170428763100082,-2.486994254543167,4
-4.476405896682506,-2.736554533251536,-3.917402705165323,4
-3.0454828509124803,-2.218026433648648,-2.9381478895162307,4
-3.109981387261975,-1.7540197521699672,-2.6565004490283797,4
-1.4034052367999152,0.1731644538105038,-3.1958644725597325,4
-4.396636785278644,-3.0134861871677896,-3.664406995122615,4
-1.8576049196522906,-0.007554119196931346,-2.259981496113751,4
-3.2228350501695084,-1.8428693576260866,-3.4109473634431033,4
-3.578543955336373,-2.1701898035000653,-3.8081219067340153,4
-2.80169917185372,-1.8531937363451183,-2.9975756647261864,4
-2.285442977500987,-0.8274882464727117,-2.052560456212875,4
-3.846183212416183,-2.2955989585938816,-4.273377021867653,4
-0.37308692821585854,0.24303020132316874,-4.9545514849157914,4
-1.6449795314499955,0.5635522648703796,-3.8494330849210763,4
-3.1646970134369177,-1.9938041118435261,-3.5692845737372547,4
-2.0300755441558502,0.6287502705096275,-2.732950550704409,4
-4.758940104944059,-2.832344100497446,-3.6311028091471798,4
-4.118575361366582,-2.6352823816541755,-4.400470484510201,4
-2.065969857119894,-0.4996687143635781,-2.048712483275363,4
-3.778704031865996,-2.845170483068122,-4.125736989971969,4
-2.9956521144913766,-2.113058722290602,-3.4293099067766355,4
-3.0862066000066983,-1.7591970388424674,-3.886745887291423,4
-3.7576729300092677,-2.7170885938827194,-4.474309740287724,4
-2.841409742100883,-1.2561089921799309,-3.224191099651682,4
-3.3714320151901496,-2.0066206382306757,-3.6393917227367854,4
-3.0173038860393886,-1.8832661810064566,-2.5437181346258693,4
-2.583968885040408,-0.9793686303359873,-2.2312245480234516,4
-4.20758193170947,-3.1251808589175014,-4.300300622661664,4
-2.364398581152773,-0.5016652067840187,-3.0914107525336445,4
-4.0937986189072095,-3.072335089190439,-3.9592338002661904,4
-2.4632870873362895,-1.847546054842688,-3.0223679831018644,4
-3.979591347972323,-2.765792584579271,-3.7795738424522334,4
-2.2679849400604613,-0.5271984184008919,-3.3274575560262822,4
-3.81042783916992,-2.399287334989974,-3.582978566064922,4
-4.528071695396513,-2.6488817337764994,-3.539175518232244,4
-3.560599862436626,-2.611141894393651,-3.57853219920448,4
-2.2109159655004094,-0.6667045739156183,-3.4750349329301082,4
-4.260995568752516,-3.420856181534303,-3.427743929439964,4
-2.1117458787235917,-0.7176306030836649,-3.7072491704065365,4
-4.0229841540353615,-3.228086585840261,-4.111784322041903,4
-2.992578036008843,-1.0900780065944042,-3.932364549513926,4
-4.291467285322522,-3.479022558886446,-3.886812313057332,4
-3.5185074957653644,-2.359890160389024,-3.5149006135476735,4
-4.123770225889494,-3.0183725332394915,-4.0931347907207165,4
-3.2538925311148224,-2.6136202968958546,-3.9679871875974375,4
-3.4767215416991797,-2.6261885678794004,-3.8475386373175637,4
-4.359131294053969,-3.2292377126400345,-2.950002831163573,4
-4.660662319592266,-2.7091705692657486,-4.013746415155445,4
-4.720923692408074,-3.043471566769446,-4.073169729373771,4
-4.085931061387729,-2.628438090895456,-4.116315553620737,4
-3.5940475867820734,-3.0845752691372472,-3.8654641729238333,4
-4.557492327142729,-3.4596319455856848,-4.469512858076852,4
-4.482702094398766,-3.395242158107814,-4.29159508655314,4
-4.142585945392013,-2.991240904900361,-3.8273815556902613,4
-4.0522578029869285,-2.6416277319046073,-4.361344082062617,4
-4.668085398418518,-3.231516863914196,-4.4324837640439405,4
-4.624728375024682,-3.0300184207607272,-4.390041318909661,4
-2.1677773279916996,-0.7431020332079746,-4.7772006295001175,4
-4.71343293788438,-3.1668788021987204,-4.373953893031357,4
-3.809929937357072,-2.8193815260552664,-3.971649135901235,4
-4.525269311681416,-3.0143772741731665,-3.9070906502244,4
-4.380336079963405,-3.4785832505664764,-3.5476522161891144,4
-3.359115041072782,-1.559139352997409,-6.713092916309639,5
-3.9639430323052505,-2.2301939173855363,-6.747561557086667,5
-2.9714025009179665,-1.6274143232961884,-6.365209541715625,5
-3.2142555439735636,-1.844046613376436,-6.905968424695811,5
-3.040075238384282,-1.7722929516908437,-6.327917719525112,5
-2.4220701833199896,-1.357183833105209,-6.713892303554869,5
-2.91017491784874,-1.8567727819465816,-7.215833642815028,5
-2.8833474694471355,-1.2367067048197113,-6.286208603830523,5
-2.9813545163086523,-1.8545482307284176,-6.038761898055743,5
-2.793312533140572,-1.8767592625968963,-5.768932949296081,5
-2.8375721358532706,-1.834396175803006,-6.468930190650184,5
-2.5163761545005396,-1.3865624353296868,-5.979236521101376,5
-3.3164605025505187,-1.656819778521091,-5.821023302839069,5
-2.579882860590301,-1.5542334134221025,-7.054849072040322,5
-3.08616310747733,-1.9699059317424732,-7.015697372560967,5
-2.7201869199296933,-1.4408331521376216,-6.623242573096416,5
-3.525509732943755,-1.727258567384496,-6.604758046850291,5
-3.175198017125018,-1.6762189164639976,-7.248007149749429,5
-3.326245439570391,-1.9626743738619399,-6.96691134529095,5
-2.8070637642071805,-2.263437574197566,-7.145123742058889,5
-2.6515087743259267,-2.197470562981732,-6.912417242433809,5
-2.652467999954747,-1.902340342496231,-6.510821493556363,5
-2.939287580158303,-2.2702011917552936,-5.780753063536585,5
-3.014742759716092,-1.6509723175376505,-5.709111653747435,5
-3.4173787268217777,-2.2203906151677995,-5.184214365682882,6
-1.8606905091022172,-0.23910813244355764,-0.5650895259341381,6
-3.3000348346758503,-1.9253077144777582,-5.460707632335787,6
-1.6268320830997574,0.23139821291107485,-0.7323922330863816,6
-2.652574417525689,-2.5556830282704293,-4.348912359395879,6
-2.4002155394628755,-1.3885325233343706,-2.863148743848982,6
-1.7302399289091186,-0.6063148600280945,-2.12960448199617,6
-2.578023032297679,-2.0889805564602844,-3.9137825238654202,6
-1.4751153235596584,0.11066953989926441,-1.0507841069030202,6
-1.894719640102967,-0.4673781487548121,-2.015198286734305,6
-2.674926927018904,-1.799381625466137,-3.466544458398817,6
-1.5727273944576408,0.03658606410310965,-0.3804845979177962,6
-2.683948735799531,-1.9714594828507626,-5.27403772103928,6
-2.1032739195535624,-0.8636798066627783,-1.9322749128752403,6
-2.371271616208635,-1.4151881293777238,-2.303565299534969,6
-1.6191485560091423,0.17559384864936564,-0.8882093569657871,6
-2.840887911255892,-2.6674320381828642,-4.709589694880088,6
-2.7289912337947047,-1.973118175411382,-3.4864343066044894,6
-1.9052165813589528,-0.09944126189777854,-1.8534268494193744,6
-1.2181943998428304,1.1258815077733944,-3.4663993792633945,6
-2.071625353111497,-0.9820124304103082,-2.137203619857903,6
-3.1311543693497583,-1.964467395074348,-6.378803591996029,6
-1.91755118638432,-0.2705906750158954,-0.7663341331849499,6
-3.178968628565919,-2.522794845971223,-5.393079499442317,6
-1.5095502961231233,-0.14153720530919678,-1.2633977134325827,6
-2.5292897492723005,-1.7013020070728788,-3.881007540737196,6
-2.3453702181382443,-0.9998600198419557,-2.5221317533085457,6
-2.124838869635394,-0.572629774517758,-1.9037140154245644,6
-3.427404856930761,-2.173152268525156,-5.669887592999477,6
-1.6342555850715719,-0.6684173170301345,-2.094861338439781,6
-3.4818205037470165,-2.187151155614854,-5.614220953416391,6
-2.135981903899557,-1.2681740371430297,-1.7978955662484346,6
-2.7156303593454583,-1.7702996510867466,-5.795220788361942,6
-2.0708111552816493,-0.6639841232133504,-1.3466913425000844,6
-2.226226756134136,-1.323081257116419,-3.2226994466966956,6
-2.021068268770252,-0.5891731250330864,-5.221448123376145,6
-2.8321482162971354,-1.5437569018157546,-2.958197411283441,6
-3.3948773090301816,0.14866318996962294,-6.014721796614921,6
-1.9072433685015788,0.002346252280295654,-1.3933669835984521,6
-2.058407248942795,-0.6386255190131501,-1.6881734725534816,6
-2.079986330152944,-0.42795263956117874,-5.555886455246798,6
-2.1427596077139888,-0.702006669861139,-2.7383226022336604,6
-1.5780966232916274,-0.48450342000803737,-1.4397029273159825,6
-4.293213372715676,-2.0143468602990815,-3.295687510983188,7
-4.241421756513262,-1.6165715562254552,-3.293946408237069,7
-4.2181303215675525,-1.4084280212991713,-4.278363174239059,7
-4.189603361784057,-2.0431212491639537,-3.75961881878348,7
-4.467549916311854,-1.6960636250140526,-3.5800578250125246,7
-4.071102098727262,-1.9616036933962988,-2.8702936638270318,7
-4.305449815063486,-1.387579121852072,-3.3045782520029032,7
-3.706680361548681,-1.944185847035796,-3.419506151305733,7
-3.6982069385180596,-2.071511108745422,-1.8293293841895122,7
-3.842113435979757,-1.4161283819824522,-2.2445080642111437,7
-3.7466922978410997,-1.7462261877413248,-1.3641064224556134,7
-4.747015886834792,-1.1970466918653764,-2.9354284969604323,7
-3.873173319176871,-1.8914013092479618,-2.8186742747460056,7
-4.461534315227371,-1.6004171165274519,-2.083894734028436,7
-3.4433729177688788,-1.8360807702643986,-2.742224561769294,7
-3.1072898302681478,-1.7484609399546933,-1.6860634459740238,7
-4.00167997802318,-1.6330693154588383,-1.9640300907802426,7
-3.168374882667575,-0.4287154050020176,2.288455155267401,8
-3.470277490840268,-1.073587915870314,2.8444626817653864,8
-3.3393304489202382,-0.44051447337930205,2.6965022569381176,8
-3.052863440567798,-0.8881733740150783,2.439742414273047,8
-3.5647970304425374,-0.34420378211157926,2.64526822496621,8
-3.4440818446130868,0.7009205164697798,2.514878196992429,8
-3.259551644613162,-1.1911836557327224,3.370133506623698,8
-3.648404603300627,-1.1273930297709662,3.1369669482971916,8
-2.9453116544195908,-0.6046406504419518,2.26199304833451,8
-3.454699816958195,-1.2052005127158116,2.610359997665746,8
-3.312184063876682,-0.8492739277744358,2.637316912254575,8
-3.181710145020393,-0.4159870395082627,1.408991625164457,8
-2.874558174873427,-0.9809623984397957,3.0741456562107707,8
-2.8745096890469286,-0.2540495590688822,2.038511456991837,8
-3.4689446292786177,-1.176941719471641,3.2370045044218374,8
-3.436810873688172,-0.3779488577505048,2.564609472231741,8
-3.188652129070992,-0.8751332059360466,2.403659966975628,8
-3.67707862960036,-0.6499584823446617,2.5093540950633133,8
-3.0815416721861473,-0.966975255251797,2.46443553991633,8
-2.9270806017150073,-0.43680329785629857,1.6686903458984514,8
-3.5295627628479185,-0.7555507384758039,2.3172305346520243,8
-3.3424395775388906,-0.7460404597653191,2.9666271648509537,8
-3.2174434947918296,-1.1261103425208485,3.0264272751135675,8
-3.2070880777965938,-0.5852292719294359,2.3363820851008508,8
-3.2554047076949653,-1.431455080458304,2.800939130222298,8
-3.736170988576712,-0.38860794591696407,2.6703391727401113,8
-3.6790384359606922,-0.54722200667086,3.2177405273926327,8
-2.903976469386962,-1.0044968185490202,2.2864687206172105,8
-3.5824704027012277,-0.7154081689225484,2.6761848629120255,8
-3.2316599008777405,-0.5585017635955646,1.7928446263410602,8
-3.780452687936792,-0.3389267331626489,2.400855269188065,8
-3.564597045261286,-0.6359041249047621,2.293719887761006,8
-3.5552189284654974,-0.37279733837198803,2.1969398748308087,8
-3.149624465904841,-0.5523990264343129,1.7191540084007808,8
-3.4745060977323514,-1.0899939807479413,2.052559079086445,8
-3.7004092399108472,-0.6312968912471709,2.4968602858856452,8
-2.9319009197508223,-1.0169940958863948,2.466707335187357,8
-3.1282426692231073,-0.5177888534834262,2.0535519810533365,8
-3.180982344650149,-0.4083139325377881,2.276697739237176,8
-3.2667750731088168,-0.8611384312387489,1.9126329856364515,8
-3.432494501666584,-0.6290433278431525,2.4234651431399947,8
-3.420184513738492,-0.5208880771395331,1.899865077723001,8
-3.7202983684680784,-1.110463357668211,2.6862136586334375,8
-3.262454709939027,-0.47458644536336403,3.0164413151856486,8
-3.103023322195326,-0.38299023265144905,2.883643455166371,8
-3.517184524040989,-0.5183418483916159,2.6429254861667233,8
-3.4149073635155553,-0.24276993878226566,2.1832397624713846,8
-4.046168951374191,-0.4044797421886208,2.4956257986792894,8
-3.3638529666984924,-0.9796354454740257,2.957088379429951,8
-3.1005415002741064,-0.4570001705133152,2.668505314641659,8
-3.5982757848888314,-0.3729977342805419,1.7664014803796253,8
-3.4871410653275836,-0.8077514976609225,1.8362633346457367,8
-3.3029738870263925,-0.9174552811413109,2.3984762450913317,8
-3.3433911976366257,-0.825244872232318,1.9747469019287283,8
-3.087903208851721,-1.1239560114577556,2.5122190659968098,8
-3.968269489402786,-0.8343829929388924,2.412261333633869,8
-3.7492809742455235,-0.021922833386281662,1.9542470312251643,8
-3.5017284707064884,-0.4089280137944778,2.2748388113681317,8
-3.1593924104911175,-0.48684332625050275,1.8193790821629532,8
-3.338560125592546,-0.2083806533775148,1.427011811282996,8
-3.2603240225540717,-0.6228415877955243,2.80016478437964,8
-3.536590266800141,-0.4972522643631134,2.2136478789629037,8
-3.347084110651758,-0.6429693638542786,2.554499807262703,8
-3.1532543074291466,-0.5982358828910382,2.121797523916824,8
-3.2444440221021176,-0.28636111690855526,2.2983062277409414,8
-3.4425670936415877,-0.7153955636436801,1.9031678495411342,8
-3.391033862952281,-0.7682080280454392,2.333499871746537,8
-3.0336937258243224,-0.6505804807069124,1.547778630213076,8
-3.690974021548293,-0.6703214362802782,3.4284504372120828,8
-4.085962217067971,-0.5979868412391831,2.4610468121616806,8
-4.181514700639106,-1.3283162430074373,2.8915269152570353,8
-3.900547277570946,-0.20092153128129106,3.622899798283712,8
-3.2596036972892533,-0.8479363715836801,2.9074945434986597,8
-3.085475016208859,-0.326140714583766,2.9158352621981685,8
-3.485799175242706,-0.40408562837609735,2.5831505409014417,8
-3.2758935521917203,-0.5705184690858601,2.653257459449179,8
-3.310218285832747,-0.6405963076052559,2.778176134409202,8
-2.8257017228448924,-0.7341332479606552,2.626022022573189,8
-3.9813513444549162,-0.8567884316579037,2.9505030148905393,8
-3.6200065587539085,-0.45563213557686233,2.0198237319360017,8
-3.305302633319913,-0.5468761137707969,2.7005287767282127,8
-3.0803186736511243,-1.4601722609499368,3.0881168992922614,8
-4.177798109151267,-1.2471699574117316,3.2178056919941835,8
-3.3655834731557532,-2.1472557115131514,3.2583510356636447,8
-3.3050909451578647,-1.6402244418911294,2.3192565535197396,8
-3.623221425341603,-1.3729295989547519,2.954004305438474,8
-3.761590577226068,-1.3778207605566164,2.9576795230052673,8
-3.457778672806897,-1.0005704992184696,2.8406695214273685,8
-3.2145458640472877,-0.9423998924668259,2.892460030999342,8
-3.4025992711223974,-1.1117386689495254,2.828249783400031,8
-3.495397932741439,-1.367517033936588,2.7682052967032265,8
-3.492117177583907,-1.0172146952592107,2.5226665764100336,8
-3.6595588111928263,-1.31719364373024,2.909376299297717,8
-3.482983083893152,-1.2431511266885367,2.6869252304827347,8
-3.552778718472197,-0.8842342302715711,3.201536300944026,8
-3.8575443462496137,-0.7654643731143004,2.545407928961692,8
-3.230876643478644,-0.8498199816638046,3.222246302725643,8
-3.243897821596816,-0.40461379050133206,2.801340360244568,8
-4.2241871653730945,-1.091238180368298,3.067849174098972,8
-3.449079620315603,-1.2414215911291688,2.3508479544172345,8
-3.4104773569912235,-0.9840602670750417,2.6212814403708884,8
-3.8325713211471952,-0.5433743579805631,2.8623213376758816,8
-3.8064860453414138,-1.1280492827389357,2.6600746902933734,8
-3.726371870267258,1.053433370665606,1.8401145823326932,8
-3.0679853036878066,-0.7659181519990255,2.1256138184571087,8
-3.2397209319329288,-1.3501140375460943,2.3510705198970485,8
-3.58291743817504,-0.836524188100197,2.628663350904793,8
-3.705151104412179,-0.7497743097158623,2.696012636883918,8
-3.590904114733896,-0.6910493487866309,3.1502552226116833,8
-3.3948494640285976,-0.7699965703540732,3.0904623647761453,8
-2.628747239314106,-1.1052562737779548,2.7778894156643203,8
-3.5183112736449433,-0.7118365174774712,2.8423112349468016,8
-3.4013989827464197,-0.7536448697539048,3.2807015442117495,8
-2.810797135877437,-0.6982928293997237,2.781681177174707,8
-3.542720144648749,-0.777432747343711,2.869187751059696,8
-3.5930048786648476,-1.51330883369377,2.1925208525235593,8
-3.7955733206560764,-0.8929127588353353,2.68589886078364,8
-3.105765611585724,-1.080837944741985,2.460169105850701,8
-4.668000867012076,-0.42677309617966347,2.210971885939579,8
-3.116405490613883,-1.1484282654906868,2.177009931614851,8
-3.2871637690643345,-1.0213278527792062,2.3227842990787564,8
-3.068627245821259,-1.346452437916761,2.5489666348141706,8
-3.5563924078977096,-1.1660993750483395,2.713729108570001,8
-3.3263082421101746,-0.9435374101969813,2.562128259019708,8
-2.98476518746464,-1.0353147016052797,1.781480512750992,8
-3.6432282846032336,-0.8390408898471459,2.2002580448477733,8
-3.03351238275222,-0.7759020264934648,2.8111563024249575,8
-3.5885417495824226,-1.0895094203854025,3.0158732351127915,8
-3.3752371492446116,-1.0897442187033664,2.8922664008222814,8
-3.203069602864857,-1.1890954854353404,1.95561088404361,8
-3.0800696807312993,-0.9003708016003727,2.8477557340112822,8
-3.116908262492148,-0.4524664401032272,2.8052435451044007,8
-3.590508444136882,-0.7894136783804824,2.574483687748078,8
-3.0179926192400592,-0.7649419523867972,2.5025370286180877,8
-3.446425809582485,-1.6972219581319694,2.530373971724377,8
-3.0791429758251714,-0.697240186853933,1.7299443381529096,8
-2.919112421198203,-0.10150731046779983,1.9107702538904614,8
-3.00693785304037,2.5985310337072605,-0.022484712846460503,8
-4.070076395659719,-0.4104092386928511,2.73848582922175,8
-2.9533183027855436,3.536854184411032,0.3560792399098112,8
-2.8249489701417168,-0.4031476825298793,1.8257987247897318,8
-3.7442637194184076,-1.0871751154108809,2.6827457110461963,8
-3.861704032378338,-0.7986560238148988,2.5020459441108533,8
-4.337215200104865,-1.0807268483653953,3.7517879132472616,8
-3.489874218005973,-0.7886984732470237,1.916418492154317,8
-3.5730307062690323,-0.8761331020922697,2.0933093197425254,8
-3.690283024667933,-1.207053096433875,2.747275076488815,8
-3.7030641897756613,-0.846342169509164,3.5542018240305935,8
-3.5901886227946784,-1.2915682022141413,2.6533475114858964,8
-3.23829942132331,-0.20534320933789654,2.1106880131488097,8
-3.8261521076874203,-0.8261931299245345,2.662032950739365,8
-3.402624762858127,-1.0903740108463549,2.3803138011307343,8
-3.648301312436829,-0.863981690644588,3.3757859360835685,8
-3.4041420168238297,-0.8872931083787966,2.0377470108998534,8
-3.5251260790509242,-1.0374147565467677,3.5869745553214245,8
-3.417499709205847,-0.9269314510081268,3.5202322542537887,8
-3.5253627362927333,-1.1087204972787228,2.5171664982962523,8
-3.48845780005652,-0.8672622064216226,2.632053248944685,8
-3.4657502192307525,-0.8417993788607564,2.5689376339120145,8
-3.5026306414044477,-0.9459083950859357,2.3508423667302227,8
